"직무분야","질문카테고리","자기소개 개수","하드스킬_키워드","소프트스킬_키워드","추출회사명"
"자동차·기계","기타",124,"문제, 분석, 프로젝트, 데이터, 해결, 공정, 연구, 개발, 제작, 발생, 조립, 현장, 안정, 구조, 성능","소통, 팀원, 협업","현대자동차, 기아, 기아자동차, 현대모비스, 현대위아, 현대트랜시스, 한화에어로스페이스, HD한국조선해양, HD현대중공업, HD현대인프라코어, 두산에너빌리티, 효성중공업, 한국타이어앤테크놀로지"
"자동차·기계","자기소개",124,"데이터, 현장, 기준, 객체, 판단, 문제, 플랜트, 선박, 사고, 알고리즘, 처리, 인식, 구역, 예방, 발생","","현대자동차, 기아, 기아자동차, 현대모비스, 현대위아, 현대트랜시스, 한화에어로스페이스, HD한국조선해양, HD현대중공업, HD현대인프라코어, 두산에너빌리티, 효성중공업, 한국타이어앤테크놀로지"
"자동차·기계","직무역량",124,"분석, 문제, 개발, 데이터, 공정, 프로젝트, 시스템, 해결, 관리, 자동차, 제어, 고객, 효율, 발생, 연구","","현대자동차, 기아, 기아자동차, 현대모비스, 현대위아, 현대트랜시스, 한화에어로스페이스, HD한국조선해양, HD현대중공업, HD현대인프라코어, 두산에너빌리티, 효성중공업, 한국타이어앤테크놀로지"
"자동차·기계","경험",124,"문제, 공정, 해결, 분석, 프로젝트, 데이터, 제작, 작업, 장비, 효율, 시스템, 발생, 역할, 관리, 개발","팀원, 소통, 협업, 협력","현대자동차, 기아, 기아자동차, 현대모비스, 현대위아, 현대트랜시스, 한화에어로스페이스, HD한국조선해양, HD현대중공업, HD현대인프라코어, 두산에너빌리티, 효성중공업, 한국타이어앤테크놀로지"
"자동차·기계","입사포부",124,"공정, 조립, 방산, 장비, 제조, 비전, 인식, 현장, 이미지, 데이터, 해석, 경쟁력, 강화, 기업, 발생","","현대자동차, 기아, 기아자동차, 현대모비스, 현대위아, 현대트랜시스, 한화에어로스페이스, HD한국조선해양, HD현대중공업, HD현대인프라코어, 두산에너빌리티, 효성중공업, 한국타이어앤테크놀로지"
"자동차·기계","성장과정",124,"문제, 해결, 언어, 고객, 발생, 분석, 원인, 프로그램, 실행, 환경, 시스템, 현장, 데이터, 근무, 차량","책임감, 신뢰, 소통, 끈기","현대자동차, 기아, 기아자동차, 현대모비스, 현대위아, 현대트랜시스, 한화에어로스페이스, HD한국조선해양, HD현대중공업, HD현대인프라코어, 두산에너빌리티, 효성중공업, 한국타이어앤테크놀로지"
"자동차·기계","장단점",124,"문제, 공정, 해결, 분석, 데이터, 발생, 자동차, 현장, 효율, 단점, 장점, 원인, 도전, 부품, 성격","소통, 협력, 긍정","현대자동차, 기아, 기아자동차, 현대모비스, 현대위아, 현대트랜시스, 한화에어로스페이스, HD한국조선해양, HD현대중공업, HD현대인프라코어, 두산에너빌리티, 효성중공업, 한국타이어앤테크놀로지"
"자동차·기계","지원동기",124,"가능, 기업, 프로젝트, 환경, 문제, 분석, 미래, 지식, 제품, 개발, 타이어, 해결, 관리, 해석, 세계","신뢰, 협업","현대자동차, 기아, 기아자동차, 현대모비스, 현대위아, 현대트랜시스, 한화에어로스페이스, HD한국조선해양, HD현대중공업, HD현대인프라코어, 두산에너빌리티, 효성중공업, 한국타이어앤테크놀로지"
"자동차·기계","가치관",124,"문제, 분석, 해결, 프로젝트, 데이터, 최선, 학생, 발생, 실패, 태도, 자전거, 반응, 때문, 가치관, 거짓말","책임감, 적극, 팀원, 끈기","현대자동차, 기아, 기아자동차, 현대모비스, 현대위아, 현대트랜시스, 한화에어로스페이스, HD한국조선해양, HD현대중공업, HD현대인프라코어, 두산에너빌리티, 효성중공업, 한국타이어앤테크놀로지"
"제약·바이오","기타",5,"작업, 프로젝트, 배양, 동결, 보존, 트러블, 슈팅, 공정, 안정, 관점, 사례, 장점, 속도, 지연, 극복","팀원","삼성바이오로직스, 한미약품"
"제약·바이오","직무역량",5,"문제, 해결, 기후, 배양, 공정, 관리, 변화, 질병, 합성, 세포, 세계, 항체, 발생, 의약품, 때문","책임감, 소통","삼성바이오로직스, 한미약품"
"제약·바이오","성장과정",5,"실험, 약물, 연구실, 발생, 기록, 연구, 재생, 문제, 효과, 운반, 해결, 조직, 사고, 교육, 우수","협업, 동료, 적극","삼성바이오로직스, 한미약품"
"제약·바이오","자기소개",5,"환경, 산업, 대학, 프로젝트, 임무, 완수, 완성도, 제철소, 일용, 근로, 작업, 모습, 팀장, 근무, 연장","책임감, 팀원, 협업, 신뢰, 솔선수범","삼성바이오로직스, 한미약품"
"제약·바이오","지원동기",5,"미래, 기업, 대응, 비전, 관리, 원활, 선제, 변화, 가치관, 경쟁력, 백신, 도약, 시장, 모습, 공정","협력","삼성바이오로직스, 한미약품"
"제약·바이오","경험",5,"전시회, 달성, 아이디어, 회의, 바이어, 강화, 최종, 평가, 세포, 배양, 서포터즈, 위기, 극복, 의의, 과제","팀원, 소통, 협업, 열정, 팀워크, 적극, 리더십","삼성바이오로직스, 한미약품"
"철강·소재","기타",36,"공정, 산업, 기업, 문제, 분석, 탄소, 철강, 데이터, 발생, 발전, 관리, 수소, 가능, 환경, 제철","","현대제철, 포스코, 포스코리튬솔루션, 포스코퓨처엠, 포스코엠텍, 포스코퓨처엠(전 포스코케미칼)"
"철강·소재","성장과정",36,"도전, 평가, 단점, 극복, 장점, 공부, 분석, 중국어, 실패, 계획, 긴장, 공모전, 유학, 대화, 연구","소통, 열정, 팀원, 책임감","현대제철, 포스코, 포스코리튬솔루션, 포스코퓨처엠, 포스코엠텍, 포스코퓨처엠(전 포스코케미칼)"
"철강·소재","경험",36,"분석, 데이터, 공정, 문제, 해결, 실험, 발생, 의견, 연구, 프로젝트, 관리, 효율, 현장, 원인, 시스템","팀원, 협력, 소통, 협업","현대제철, 포스코, 포스코리튬솔루션, 포스코퓨처엠, 포스코엠텍, 포스코퓨처엠(전 포스코케미칼)"
"철강·소재","지원동기",36,"기업, 환경, 발전, 공정, 혁신, 가능, 데이터, 현장, 선택, 경영, 사회, 분석, 문제, 탄소, 소재","","현대제철, 포스코, 포스코리튬솔루션, 포스코퓨처엠, 포스코엠텍, 포스코퓨처엠(전 포스코케미칼)"
"철강·소재","직무역량",36,"공정, 산업, 기업, 관리, 문제, 발생, 공부, 철강, 사고, 합금, 환경, 연구, 화학, 분석, 현장","","현대제철, 포스코, 포스코리튬솔루션, 포스코퓨처엠, 포스코엠텍, 포스코퓨처엠(전 포스코케미칼)"
"철강·소재","장단점",36,"팀장, 훈련, 문제, 합동, 작전, 극복, 해결, 캐나다, 귀국, 정책, 역할, 정보, 조사, 자세, 성공","경청, 존중, 소통, 의사소통","현대제철, 포스코, 포스코리튬솔루션, 포스코퓨처엠, 포스코엠텍, 포스코퓨처엠(전 포스코케미칼)"
"철강·소재","입사포부",36,"공정, 분리, 과목, 학습, 수업, 제어, 정제, 지식, 흐름, 프로젝트, 절감, 현장, 발전, 화공, 생명","","현대제철, 포스코, 포스코리튬솔루션, 포스코퓨처엠, 포스코엠텍, 포스코퓨처엠(전 포스코케미칼)"
"통신·미디어","경험",13,"데이터, 제작, 개발, 학습, 문제, 해결, 영상, 분석, 프로젝트, 모델, 정보, 효율, 이미지, 환경, 논문","팀원","SK텔레콤, LG유플러스, CJ ENM, 카카오엔터테인먼트, 네이버, KT, KT&G, KT cs"
"통신·미디어","기타",13,"지식, 작품, 통신, 프로젝트, 최적화, 해결, 과목, 분석, 데이터, 공학, 네트워크, 전공, 통신망, 중심, 공연","협업, 소통, 조화","SK텔레콤, LG유플러스, CJ ENM, 카카오엔터테인먼트, 네이버, KT, KT&G, KT cs"
"통신·미디어","직무역량",13,"공정, 개발, 분석, 연구, 시스템, 전력, 고객, 관리, 데이터, 문제, 제어, 공연, 제품, 매출, 안정","피드백, 협업, 신뢰","SK텔레콤, LG유플러스, CJ ENM, 카카오엔터테인먼트, 네이버, KT, KT&G, KT cs"
"통신·미디어","장단점",13,"이야기, 상상, end, 기사, 예능, 확신, 순간, 목소리, 발견, 취향, 대화, 퇴근, 노트, 일상, 우리","공감","SK텔레콤, LG유플러스, CJ ENM, 카카오엔터테인먼트, 네이버, KT, KT&G, KT cs"
"통신·미디어","지원동기",13,"서비스, 데이터, 처리, 사용자, 엔드, 트래픽, 효율, 클라우드, 개발, 규모, 연구, 안정, 최적화, 성능, 시스템","","SK텔레콤, LG유플러스, CJ ENM, 카카오엔터테인먼트, 네이버, KT, KT&G, KT cs"
"항공·물류","경험",42,"고객, 문제, 분석, 발생, 데이터, 해결, 서비스, 항공기, 관리, 사고, 현장, 효율, 환경, 정비, 때문","신뢰, 소통","현대글로비스, CJ대한통운, CJ대한통운 건설부문, 대한항공, 한진, (주)한진, 진에어"
"항공·물류","지원동기",42,"항공, 항공사, 항공기, 기업, 정비, 산업, 고객, 시스템, 사업, 데이터, 세계, 프로젝트, 효율, 환경, 서비스","소통","현대글로비스, CJ대한통운, CJ대한통운 건설부문, 대한항공, 한진, (주)한진, 진에어"
"항공·물류","직무역량",42,"문제, 서비스, 고객, 분석, 데이터, 해결, 관리, 때문, 해외, 제공, 시장, 기업, 안정, 승객, 프로젝트","소통, 협력, 팀원, 책임감","현대글로비스, CJ대한통운, CJ대한통운 건설부문, 대한항공, 한진, (주)한진, 진에어"
"항공·물류","기타",42,"고객, 건설, 균형, 강점, 문제, 프로젝트, 데이터, 실무, 서비스, 정비, 개발, 스마트, 공간, 항공, 도전","팀원","현대글로비스, CJ대한통운, CJ대한통운 건설부문, 대한항공, 한진, (주)한진, 진에어"
"항공·물류","장단점",42,"관리, 현장, 파악, 공간, 국제, 시공, 건설, 스마트, 인프라, 습득, 교내, 기업, 최적, 원활, 주민","책임감","현대글로비스, CJ대한통운, CJ대한통운 건설부문, 대한항공, 한진, (주)한진, 진에어"
"항공·물류","입사포부",42,"서비스, 고객, 항공사, 매장, 방문, 기억, 친절, 나라, 이미지, 역할, 승객, 근무, 제공, 비행기, 승무원","","현대글로비스, CJ대한통운, CJ대한통운 건설부문, 대한항공, 한진, (주)한진, 진에어"
"항공·물류","성장과정",42,"수업, 환경, 전공, 물품, 무역, 연구회, 회원, 문제, 국제, 지식, 노출, 개방, 해결, 전반, 학습","소통","현대글로비스, CJ대한통운, CJ대한통운 건설부문, 대한항공, 한진, (주)한진, 진에어"
"화학·에너지","직무역량",35,"공정, 분석, 환경, 문제, 지식, 해결, 프로젝트, 개발, 전공, 도전, 연구, 합성, 제품, 데이터, 소재","","SK이노베이션 울산공장, SK E&S, LG화학, LG에너지솔루션, 롯데케미칼, GS칼텍스, HD현대오일뱅크, E1, 효성화학, OCI, KCC, KCC실리콘"
"화학·에너지","경험",35,"문제, 해결, 분석, 실험, 프로젝트, 공정, 데이터, 발생, 의견, 연구, 개발, 성공, 동아리, 효율, 전공","팀원, 소통, 협업, 협력","SK이노베이션 울산공장, SK E&S, LG화학, LG에너지솔루션, 롯데케미칼, GS칼텍스, HD현대오일뱅크, E1, 효성화학, OCI, KCC, KCC실리콘"
"화학·에너지","장단점",35,"소재, 환경, 문제, 기업, 연구, 해결, 공정, 화학, 과제, 사업, 데이터, 에너지, 관리, 개발, 사회","팀원, 적극","SK이노베이션 울산공장, SK E&S, LG화학, LG에너지솔루션, 롯데케미칼, GS칼텍스, HD현대오일뱅크, E1, 효성화학, OCI, KCC, KCC실리콘"
"화학·에너지","지원동기",35,"배터리, 공정, 소재, 연구, 분석, 에너지, 문제, 제품, 전지, 개발, 시장, 해결, 환경, 구조, 기업","","SK이노베이션 울산공장, SK E&S, LG화학, LG에너지솔루션, 롯데케미칼, GS칼텍스, HD현대오일뱅크, E1, 효성화학, OCI, KCC, KCC실리콘"
"화학·에너지","기타",35,"소재, 연구, 실험, 분석, 공정, 문제, 구조, 검증, 지식, 안정, 조건, 전공, 개발, 프로젝트, 배터리","소통, 팀원","SK이노베이션 울산공장, SK E&S, LG화학, LG에너지솔루션, 롯데케미칼, GS칼텍스, HD현대오일뱅크, E1, 효성화학, OCI, KCC, KCC실리콘"
"화학·에너지","성장과정",35,"프로그램, 공정, 문제, 도전, 해결, 도출, 연구, 효율, 성취감, 모사, 과제, 단계, 영어, 캐나다, 귀국","협력, 의사소통","SK이노베이션 울산공장, SK E&S, LG화학, LG에너지솔루션, 롯데케미칼, GS칼텍스, HD현대오일뱅크, E1, 효성화학, OCI, KCC, KCC실리콘"
"화학·에너지","자기소개",35,"계획, 일정, 프로그램, 체계, 실천, 봉사, 팀장, 의견, 성공, 도입, 문제, 원활, 유비무환, 근심, 좌우명","소통","SK이노베이션 울산공장, SK E&S, LG화학, LG에너지솔루션, 롯데케미칼, GS칼텍스, HD현대오일뱅크, E1, 효성화학, OCI, KCC, KCC실리콘"
"회계·재무","기타",13,"기업, 지식, 지도, 인턴, 실무, 전문, 신고서, 데이터, 정보, 관리, 세무사, 상담, 민원인, 역할, 리스크","","현대위아, SK하이닉스, SK E&S, LG전자, CJ대한통운, 두산에너빌리티, 두산테스나, 코오롱글로벌, 셀트리온, 세아제강지주"
"회계·재무","직무역량",13,"데이터, 기업, 관리, 공부, 금융, 효율, 지식, 시험, 파악, 정보, 자산, 분석, 관계, 경영, 과목","협력","현대위아, SK하이닉스, SK E&S, LG전자, CJ대한통운, 두산에너빌리티, 두산테스나, 코오롱글로벌, 셀트리온, 세아제강지주"
"회계·재무","경험",13,"행사, 시험, 문제, 팀장, 대면, 도전, 기획, 성공, 지도, 근무, 때문, 주제, 학과, 기업, 처리","팀원","현대위아, SK하이닉스, SK E&S, LG전자, CJ대한통운, 두산에너빌리티, 두산테스나, 코오롱글로벌, 셀트리온, 세아제강지주"
"회계·재무","장단점",13,"위기, 성과, 품목, 사전, 예약, 팔찌, 봉사, 학습, 단체, 분위기, 공유, 역사, 매니아, 니아, 중심","열정","현대위아, SK하이닉스, SK E&S, LG전자, CJ대한통운, 두산에너빌리티, 두산테스나, 코오롱글로벌, 셀트리온, 세아제강지주"
"회계·재무","지원동기",13,"기업, 지식, 정보, 직원, 인턴, 환경, 완벽, 전공, 분석, 최고, 조직, 때문, 리스크, 관리, 반도체","","현대위아, SK하이닉스, SK E&S, LG전자, CJ대한통운, 두산에너빌리티, 두산테스나, 코오롱글로벌, 셀트리온, 세아제강지주"
